GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
c40f8cc77d5e46e1af49f7173abf34f9,AISI 1055 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445122a168442588e5ab92426c8885d,Chosun Refractories PTF-180 Plastic Refractory,Ceramic;Oxide;Aluminum Oxide,Metric,"5.77e-7-0.00294GPa@Temperature 110 °C,Time 86400 sec","14.7-19.6MPa@Treatment Temp. 110 °C,Time 86400 sec",1800°C,"-0.200 %@Temperature 110 °C,Time 86400 sec",Metric,90 %,8.0 %,Air set Corrosion resistance Abrasion resistance High strength special bond,,,,,,,,,,,,,,,,,,,
401996a6f82d4091bdd50b7cf807d5cf,Hexcel® HiMax™ FGE198-ST [GE,Ceramic;Glass;Glass Fiber,,,,,,,,,,311 g/m2,Gauge,Fiber Tex,Fiber Tex,Gauge,,,,,,,,,,,,,,
873f908048fa485189f0e8da0140c576,CeramTec MZ 111 Zirconia,Ceramic;Oxide;Zirconium Oxide,Metric,,2200MPa,1000°C,,Metric,0.10 %,,,,,,,,English,³,0.00 %,0.15-0.20µm,0.00,>= 10,1250,,,0.30,6.70MPa-m½,Metric,29@Frequency 1e+6 Hz,19.0kV/mm
b8942b32fa184ef0be238b4456a9d4d5,AISI 1141 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f56ae3b78df478caedb9597e2682061,Chosun Refractories CRZG-L30 Shroud Nozzle,Ceramic;Oxide;Zirconium Oxide,Metric,0.004905-0.006867GPa@Temperature 1400 °C,22.6MPa,,,Metric,,,,,,,,,English,,,,,,,,,,,,,
9e8f785be2254c8f889f6826c7d7aef4,Imerys 160D Ground Mica,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2239a683c3b43dcacc8997754aa19dd,Morgan Advanced Ceramics Cera-Kote® 322 D Cement,Ceramic;Oxide,Metric,0.00170GPa,,<=1204°C,"2.5 %@Treatment Temp. 1260 °C,Time 86400 sec",Metric,44 %,55 %,,,,,,,,,,,,,,,,,,,,
be98f52aaf764de68fafb400d4904ae3,Hexcel® HiMax™ FCIM193 [C50k,Carbon;Carbon Fiber/Carbon Fibre,,,,,,,,,,808 g/m2,Gauge,,,Gauge,,,,,,,,,,,,,,
57ec2da4bb8e41aeabe689c2ebe6c527,Momentive Performance Materials Tantalum Carbide (TaC) Coating,Ceramic;Carbide;Other Engineering Material;Ceramic/Metallic Coating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17bfd26dcf544b8fa73d0807f994226a,Ferroxdur® Hard Magnetic Material,Ceramic,,,,400°C,,,,,,,,,,,,,,,,,,,,,,Metric,,
ef0ab2bc6661427f92e6a7ce075732ac,Schott UG1 Band Pass Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e316bfe72bae484da7048366660248db,Chosun Refractories SB85S Bricks,Ceramic;Carbide,Metric,0.02943GPa@Temperature 250 °C,118MPa,,,Metric,,,,,,,,,English,,,,,,,,,,,,,
b427d02269b84634be0093e15986d7a0,Mateck Fused Silica UV-VIS Grade (SiO 2 ),Ceramic;Oxide;Silicon Oxide,Metric,,,,,,,,,,,,,,English,³@Temperature,,,,,,,,0.17,,,,
f730396bae4f43d2baf189f8eed89bc9,AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40437240e5da431a88d72e175cfdd58e,Morgan Advanced Ceramics Flexible Min-K® Quartz 593 Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ae2a22fbea4e52a9aa89f048b1ea91,Micaschist,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab083c42915f4162b7eb59a8522c2e0c,3M S28HS Glass Bubbles,Ceramic;Glass,Metric,,20.7MPa,,,,,,,,,,,,English,³,,30µm,,,,,,,,,,
713be764f4f843fba4b1a89c4e5ebc43,Reade Advanced Materials Montmorillonite - Smectite ((Na,Ceramic;Clay,Metric,,,,,,,,,,,,,,English,³,,,,,,,,,,,,
57def1ede7f94ef882d73d27653ee76e,Plutonium,Metal;Nonferrous Metal;Pure Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371b08078744ce4b98eaeb04ec8671c,Saint-Gobain Vitreosil® 065 066 Optical Fused Quartz,Ceramic;Glass;Oxide;Silicon Oxide,Metric,,1100MPa,1050°C,,Metric,,>= 99.99 %,,,,,,,English,³,,,,,1050 - 1350,,,0.17,,Metric,3.78@Frequency 100 - 2.50e+10 Hz,
5968a1944f9b4bcbabcab319119cc78c,Silicon Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f1f77b5632445b584fa0babdc4d,MarkeTech Repton 202 Aluminum Oxide,Ceramic;Oxide;Aluminum Oxide,Metric,,,,,Metric,99.6 %,,,,,,,,English,³,,,,,,,>=,,,,,
9eadbbaaf9b54206993c24c00f475b22,Morgan Advanced Ceramics Mediumweight Thermal Ceramic,Ceramic;Oxide,Metric,,5.00MPa@Treatment Temp. 1000 °C,<=1260°C,0.00 - 0.20 %@Treatment Temp. 110 °C,Metric,32 %,45.5 %,,,,,,,English,,,,,,,,,,,,,
d27356fd7bbf47e4ba3d75f020ec1f46,Morgan Advanced Ceramics Alcoat Alumina Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656d4e90f65545d191dc3864bc5d664e,Sinotek Materials WT85-45/75 Amorphous Graphite Powder,Carbon;Graphite,,,,,,Metric,,,,,,,,,English,,,,,,,,,,,,,
15ada06ad1d74931aabf54de2a968a6a,Morgan Advanced Ceramics WDS® Shape Porextherm,Ceramic;Oxide;Silicon Oxide,Metric,,0.342MPa,,"0.40 %@Treatment Temp. 1000 °C,Time 43200 sec",Metric,,50 %,,,,,,,English,0.0108-³,,,,,,,,,,,,
333df1d94e2e4e199fdcb99c8dc36a80,BACT Dylyn® Diamond-Like Nanocomposite Coating,Carbon;Diamond;Other Engineering Material;Ceramic/Metallic Coating,Metric,,,400°C,,,,,,,,,,,English,,,,,,,,,,,Metric,,100-350kV/mm
158d7c1459f1452a95cccd9f39723d4a,Chosun Refractories SFC-90W High-Alumina Castable,Ceramic;Oxide;Aluminum Oxide,Metric,"0.017658GPa@Temperature 110 °C,Time 86400 sec","98.1MPa@Treatment Temp. 110 °C,Time 86400 sec",1800°C,"-0.350 %@Temperature 1400 °C,Time 10800 sec",Metric,95 %,4.0 %,,,,,,,,,,,,,,,,,,,,
cfa7138199e2468bbacda5bf688194d8,Advanced Ceramics ACL 1085 (C-795) Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b81297eec3e41f58d43abcff7ef9917,China-Yixing Longly Refractories 99 Alumina Ceramic,Ceramic;Oxide;Aluminum Oxide,Metric,,>=560MPa,>=1600°C,,Metric,98 - 99.5 %,,,,,,,,English,0.137-³,<= 0.0060 %,,,,,,>=,,,Metric,,15.0-16.0kV/mm
deece3b6ee354e68a21b7987a5746c3c,AISI 1025 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8e8519cf4664bcc8e1572b0114b9095,NanoAmor 95%,Carbon,,,,,,,,,,,,,,,English,³,,0.0050-0.010µm,,,,,,,,,,
cc3f42f216934cb09a6e32de3d2a140a,Strontium Erbium Sulfide,Ceramic;Sulfide/Chalcogenide,Metric,,,,,,,,,,,,,,English,³,,,,,315 - 385,,,,,Metric,,
3871d9758815473f9a985e8d704c3f63,American Elements Antimony Oxide Nanopowder,Ceramic;Oxide,,,,,,,,,,,,,,,English,,,0.020-0.080µm,,,,,,,,,,
8bb1c68f11384880b4b8bede98556377,Morgan Advanced Ceramics Cerasil ™ Alumino Silicate 223U Alumino Silicate Ceramic,Ceramic;Oxide,Metric,,621MPa,,,,,,,,,,,,English,³,,,,,,,,,,Metric,5.3@Frequency 1e+6 Hz,7.87kV/mm
8cdce331dd324e80ab4a9fd801466a92,Dysprosium,Metal;Nonferrous Metal;Pure Element,Metric,,,,,Metric,,,,,,,,,English,³,,,,,,,,0.237,,Metric,,
b21601a1d4ec49e6aaa83f8cf23f97f3,Oschatz-Glas HZF 101 Type A/9-34 x2 brown PTFE-Impregnated Glass Filament Thread,Ceramic;Glass;Glass Fiber,,,,260°C,,,,,,,,,,,English,,,,,,,,,,,,,
de8bcd10735341098555e122aba0c92e,Morgan Advanced Ceramics P-52 Ceramic Core Material Silica,Ceramic;Oxide;Silicon Oxide,Metric,0.0117GPa,,,0.90 %,Metric,,97 %,,,,,,,English,³,>= 20 %,,,,,,,,,,,
729778d864664ecfacc2a1de1c589f25,Aremco Pyro-Paint™ 634-GR High Temperature Refractory Coating,Carbon;Graphite,,,,1200°C,,,,,,,,,,,English,,,,,,,,,,,,,
06ab307086b44a338c5f06afc7cc4ec8,AISI 4620 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282fe5a96f34468ba930f95697947128,Albite (Plagioclase Feldspar NaAlSi 3 O 8 ),Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,Metric,,,,,,,,,,,,,,English,³,,,,,,,,,,,,
2fe8a1dc322f4aa5a2023e49958d28dd,Orion Engineered Carbons Thermal Black MT N 990 Carbon Black,Carbon;Carbon Black,,,,,,,,,,,,,,,English,,,,,,,,,,,,,
83e1b3a07930497197027b48f466da32,MarkeTech AO 95 Aluminum Oxide Ceramic Substrate,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058a06718945c9bf22a1f5e05e9d6d,Coal,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c7427744ca8484f94cf8bd83823ade0,Vanadium,Metal;Nonferrous Metal;Pure Element,Metric,,,,,Metric,,,,,,,,,English,³,,,,,,,,0.36,,Metric,,
9a1d97956a5e4778a2d57f0e75360c33,Schott RG645 Long Pass Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b0340e4f76445a58887607371c4f6d6,AISI E4340 H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e8ff30dd23c4b068c558adb1dbbcaad,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93ff8b2dffe74706826bfd6cd2927c7e,Ohara L-LAH86 Low Tg Optical Glass,Ceramic;Glass;Optical,Metric,,,,,,,,,,,,,,English,,,,,,,,,0.302,,,,
b306d70b117f4d4c82693ce2dc94913a,Chosun Refractories CER-80 Special Casting Block,Ceramic;Oxide;Aluminum Oxide,Metric,2.80g/cc,13 %,Metric,80 %,15 %,"Resistance to Corrosion, Abrasion, Spalling",,,,,,,,,,,,,,,,,,,,,
e0661209d72c4071860bd3cdef6517f4,AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997709aad2d44faa0f20b2ff9afc9d3,AISI 4718 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3ca23a382144bdbafcbadde58a30805,Morgan Advanced Ceramics PlenunWrap®+Plastic Pipe and Cable System Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60a6d2ed54c342b8be0f7e4a1750705d,Potters Industries A-Series A-130 Soda-Lime Silica Technical Quality Solid Glass Spheres,Ceramic;Glass,Metric,1.53g/cc,,,,,,2.50g/cc,1200-1700µm,12-16Mesh,515@Load 0.100 kg,5.0 - 6.0,0.90 - 1.0,Metric,1.51 - 1.52,80,spherical,,,,,,,,,,,
8126cc1c16dd433e937b6116ff5b86a8,Morgan Advanced Ceramics Plasgun 90 Thermal Ceramic,Ceramic;Oxide,Metric,,,Metric,89 %,6.4 %,,2.195-2.355g/cc@Temperature 816 °C,,,,,,,,,,English,,<=,"0.00 - 0.20 %@Treatment Temp. ,Time 24.0 hour",English,9.00Month,0.20 %,1.5 %,64,,
27c35e81148d4707b6345d78816d610c,Sharadaa Ceramics PCF45 Precast Prefired Brick,Ceramic,Metric,2.20g/cc,16 %,Metric,>= 45 %,,,,,,,,,,,,,English,,,,,,,<= 1.5 %,,,
0fa0c5321ef44333aa80d5e8d8e2ed40,Potters Industries Conduct-O-Fil® SG05TF40 Silver-coated Sub-10 micron Particles,Ceramic;Glass;Other Engineering Material;Additive/Filler for Polymer,Metric,,,Metric,,,,,5.0µm,,,,,,,,,,,,,,,,,,40 %,Thin Glass Flake
f6934d2874134972ba1c935b0353992b,Chosun Refractories B-1 Insulating Firebrick,Ceramic,Metric,>=0.700g/cc,,,,,,,,,,,,,,,,English,>=,,,,,,,,,
6d01c80571ab4787b25d15b123cc070a,Nanocyl AQUACYL™ AQ0101 Multi-Wall Carbon Nanotube Aqueous Dispersion,Carbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d5ba460c85d4e22a2465ec9985c6a37,Cobalt (II) Phosphate Octahydrate,Ceramic,Metric,,,,,,,2.77g/cc,,,,,,,,,,,,,,,,,,,,
b969528f55814776bce92d2a020305ef,Aremco Pyro-Paint™ 634-BN High Temperature Refractory Coating,Ceramic;Nitride,Metric,,,,,,,,,,,,,,,,,English,,,,English,6.00Month,,,,,
74d6df5d2ef843f19845973c63f9d2b2,Morgan Advanced Ceramics Firelite 2600 LI G Thermal Ceramic,Ceramic;Oxide,Metric,1.32g/cc,,Metric,58.7 %,30 %,,,,,,,,,,,,English,,<=,0.70 %,,,,0.70 %,,,
f016029feb0e4cb2ae8444ab84894937,CIMBAR CIMBAR™ XF Barite Powder (BaSO 4 ),Ceramic;Other Engineering Material;Additive/Filler for Polymer,Metric,,,Metric,0.010 %,,,,3.0µm,325Mesh,,,,,,,,,,,,,,,0.020 %,,,
e4f22f3183e741f099eb0bb57a360266,AISI 4620H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a495fea5d1fc450d871f495d3750a269,Jushi E7 568H Chopped Glass Strands,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83362793889648b99e232ff399444fca,H.C. Starck Amperit® 525.2 Sintered Tungsten Carbide - Cobalt (WC-Co) 83-17,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c599de935ad84294b25774aa814e4723,Teijin Tenax® J HTS40 E13 3K 200tex Poly-acrylonitrile Carbon Fiber,Carbon;Carbon Fiber/Carbon Fibre,Metric,,,,,,,203 tex,,,,,,,,,,,,,,,,,,,,
947f337d4d1541dcbb0dc357cffcfb45,Morgan Advanced Ceramics Kaowool Moldable AR Thermal Ceramic,Ceramic;Oxide,Metric,,,Metric,29 - 32 %,64 - 67 %,,1.602-1.683g/cc,,,,,,,,,,English,,<=,"1.0 %@Treatment Temp. ,Time 24.0 hour",English,6.00Month,,,,,
8255a393097b4fec9f38b912e1ce706a,Potters Industries Conduct-O-Fil® SH230S33 Silver-Coated Hollow Glass Spheres,Ceramic;Glass;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf39da1f1c6142aa93aede144a19667c,Momentive Performance Materials HBC Hot-Pressed Boron Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef6f45bb58d2456ba6b171570db01d64,AISI 4150H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e159f5bce6642438cea66bdc796fb94,H.C. Starck Amperit® 205.5 Dense Coated Nickel Graphite 75-25 (Ni-C),Carbon;Graphite;Metal;Nonferrous Metal;Nickel Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d34fe2761d52449b9904aa36344b8643,Morgan Advanced Ceramics Deranox™ 970 Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,,0.00 %,Metric,97 %,,,3.74g/cc,14µm,,,,,,,,,English,,,,,,,,,,
3ef8b00ac194452abb58cf6dcf29357e,AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e53c2d955764c16994c881bb0cd8ac7,PPT BP300 NiZn Ferrite Powder,Ceramic;Oxide,Metric,1.50g/cc,,,,,,,120µm,,,,,,,,,English,,,15 %,English,,,,,,
0851814b0f3e4089a207e54e43a76032,Morgan Advanced Ceramics Insulating Firebricks TJM 25 Thermal Ceramic,Ceramic;Oxide,Metric,,,Metric,50 %,45 %,,0.800g/cc@Temperature 23.0 °C,,,,,,,,,,English,,,"0.50 %@Treatment Temp. ,Time 24.0 hour",,,,0.90 %,,,
70ace0c8e25c45e78e1025e3998384e0,3M Techical Ceramics EKagrip® 10 Friction-enhancing electroless nickel diamond coating,Metal;Nonferrous Metal;Nickel Alloy,Metric,,,,,,,,10µm,,,,,,,,,English,,,,,,,,,,
11c2c11b550f4dfb934af51143c689f4,Lithium,Metal;Nonferrous Metal;Pure Element,Metric,,,Metric,,,,0.530g/cc,,,,,,,,,,English,,,,,,,,,,
3849f61d668747f3b89f97fe6513876e,LKAB Minerals Q-Lite 47 Mullite Chamotte,Ceramic;Clay;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c6f5e1299f54721873ed7f38aecd8fe,Imerys NYGLOS® 2 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,0.200g/cc,,Metric,0.34 %,51.6 %,,,2.5µm,,,4.5,,Metric,1.63,,,English,,,,,,,0.77 %,,,
6d3f073a95e9404dac8a25aca66f17cf,Zoltek™ PX35 SW48-50 Woven Carbon Fiber Fabric,Carbon;Carbon Fiber/Carbon Fibre;Other Engineering Material;Composite Fibers,Metric,,,Metric,,,,1.81g/cc,,,,,,,,,,,,,,,,,,,,
3f1bac28122c4eb29cb26701bcb53916,Gallium (III) Sulfate Octadecahydrate,Ceramic,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
0258db881e684a1184d0d6741a33ecf9,AISI 4150 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09c478eac9ad44c092ed578cf06849e0,Schott SF56A Glass,Ceramic;Glass,Metric,,,,,,,4.92g/cc,,,,,,Metric,1.7847@Wavelength 587.6 nm,,,English,,,,,,,,,,
16dbb5ec05c049f693b24518c5d3889d,Chosun Refractories BPCT-170 Special Castable,Ceramic;Oxide;Aluminum Oxide,,,,Metric,65 %,30 %,,,,,,,,,,,,English,,,"-0.0600 %@Temperature ,Time 24.0 hour",,,,,,,
7197b7520c7147adaa17d9c0cb0992f4,Schott BG24A Band Pass Filter,Ceramic;Glass;Optical;Filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7f78d419ec14dc7b5b777108e7e7372,Vibrantz Technologies EG 2000 Low-Temperature Sealing,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51f281cf49aa48f1b453df30366930f7,Chosun Refractories HL-18 Special Insulating Firebrick,Ceramic;Oxide;Aluminum Oxide,Metric,>=1.50g/cc,,Metric,<= 90 %,,,,,,,,,,,,,English,>=,,,,,,>= 0.50 %,,,
4317220d20b5486b93e43704981f9561,Momentive Performance Materials HCR48 Boron Nitride (BN) Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,Metric,1.10g/cc,,,,,,,10µm,,,,,,,,,,,,,,,,,,,
558bfd3ecdb24d2cbde606d7cffbb93b,H.C. Starck Amperit® 538.074 Agglomerated,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74dfd1e2dd33492095ee86c85a4bbdb4,92% Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783050141614dda9df7d17489ff767a,AISI 1021 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53212b51594345218c7af2fd8149a776,Schott N-SF4 Glass,Ceramic;Glass,Metric,,,,,,,3.15g/cc,,,,,,Metric,1.75513@Wavelength 587.6 nm,,,English,,,,,,,,,,
843782f9aa6745bb9ac05439640e3dc6,Morgan Advanced Ceramics Hilox ™ 961 Mac-A960S Aluminum Oxide Ceramic,Ceramic;Oxide;Aluminum Oxide,Metric,,,Metric,<= 96 %,,,3.88g/cc,,,,,,,,,,English,,,,,,,,,,
4c2e4659afd94dc688c837f8fcf84683,H.C. Starck Amperit® 552.072 Tungsten Carbide - Chromium Carbide-Nickel 73-20-7 (WC-CrC-Ni),Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e79d901ec58848a9b4989fe7302019f1,Imerys NYGLOS® 12 Wollastonite,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,0.240g/cc,,Metric,0.40 %,51.6 %,,2.90g/cc,>=5.0µm,,,4.5,,Metric,1.63,,,English,18.3-,,,,,,0.77 %,,,
117a4a813d224037b967342c1beb71e4,AISI 4118H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccd3fcc24efb46a88a091f560487cee5,AGY ZenTron® S-2 Generic S-Glass Fiber,Ceramic;Glass;Glass Fiber;Oxide;Silicon Oxide;Other Engineering Material;Composite Fibers,Metric,2.48g/cc,,,,,,2.46g/cc,,,,,,Metric,1.521,,,English,7.63-,,,,,,,,,
5b60ffbeeb0048b991763a83cf2375c0,Morgan Advanced Ceramics Superwool® HT Thermo-Bloc Modulues Thermal Ceramic,Ceramic;Oxide,Metric,,,Metric,,,,0.160g/cc,,,,,,,,,,English,,,"0.50 %@Temperature ,Time 24.0 hour",,,,,,,
7b55e59c4e14430b9d7813c8ebb7ef64,AISI 4320 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246e2e13f1549a19dc2847deda5e493,Morgan Advanced Ceramics Frequentite 1000 Steatite,Ceramic;Oxide;Magnesium Oxide;Silicon Oxide,Metric,2.50-2.80g/cc,0.00 %,100-110GPa@Temperature 20.0 °C,125-126MPa@Temperature 20.0 °C,850-900MPa,Metric,1e+05 -1.00e+6ohm-cm@Temperature 600 °C,6.1@Frequency 1e+6 Hz,24.0-26.0kV/mm@Temperature 20.0 °C,0.00040 - 0.00060,Metric,7.90-8.60-°C@Temperature 20.0 °C,0.900J/g-°C,2.90W/m-K@Temperature 20.0 °C,1000°C,190,,,,,,,,,,,
335a94c61d184a6387e2546a4353a5a1,Chosun Refractories CTC-65SH Monolithic Refractories for Ladle and Tundish,Ceramic;Oxide;Aluminum Oxide,,,,,,"58.8MPa@Treatment Temp. 110 °C,Time 86400 sec",,,,,,Metric,,,,,,"0.014715GPa@Temperature 110 °C,Time 86400 sec","0.00 %@Temperature 110 °C,Time 86400 sec",Metric,65 %,27 %,"Casting, Vibrating","2,600",7.1,,,
8a6a0df6122349b7bdc92662658d4a,Beryllium,Metal;Nonferrous Metal;Beryllium Alloy;Pure Element,Metric,1.844g/cc,,303GPa,,,Metric,,,,,Metric,11.5-°C@Temperature 25.0 °C,1.925J/g-°C,216W/m-K,,,,,Metric,,,,,,9.012182,0.0090barns/atom,110.68Å
a1f55058757f4c7abf600deb1458a396,Chromium Nitride (CrN) PVD Coating,Ceramic;Nitride;Other Engineering Material;Ceramic/Metallic Coating,Metric,5.90g/cc,,200GPa,,,Metric,,,,,Metric,,,,700°C,,,,,,,,,,,,
8ac3990f789d41e6a60b70495b1b918c,Huber Micral® 932 Aluminum Hydroxide,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,Metric,,0.0050 %,,,,,,
4d1031b98fbc4e1ba159272c6390870a,AISI 1020 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78575b73d5c746d9936a088179fb8507,Morgan Advanced Ceramics Firelite 124-G Thermal Ceramic,Ceramic;Oxide,Metric,,,,,2.50MPa@Treatment Temp. 1000 °C,,,,,,Metric,,,0.200W/m-K@Temperature 200 °C,<=1100°C,,,0.60 %,Metric,31.5 %,30 %,,,,,,
a5b396856aeb40a98a73368cd1344b3a,Pyrotek Pinnacle Thermocouple Protection Tubes O'-Sialon (Bonded Silicon Carbide) TCPT,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23758cfb631749df8be35b2af6272e23,AISI 4340 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303bc2994614d5a8a2c08500b309ce4,Schott P-SK60 610579.308,Ceramic;Glass;Optical,Metric,3.08g/cc,,99.0GPa,,,,,,,,Metric,7.00-°C@Temperature -30.0 - 70.0 °C,0.760J/g-°C,1.13W/m-K,,,,,,,,,,,,,
58283772f1a1420b8eb6169db876c977,AISI 4820H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe64eede6fdf453eb666974685a1b5ea,Saint-Gobain Chemfab® 250GW PTFE Coated Beta Fiberglass with Woven-in Graphite Conveyor Belting,Ceramic;Glass;Glass Fiber,Metric,1.268g/cc,,,,,Metric,,,,,Metric,,,,288°C,,,,,,,,,,,,
